,股票代码,股票简称,注册地,办公地,中文全称,所属城市
2907,600209,*ST 罗顿,海南省海口市,海南省海口市,罗顿发展股份有限公司,海口
2908,600210,紫江企业,上海,上海,上海紫江企业集团股份有限公司,上海
2909,600211,西藏药业,广州,广州,西藏诺迪康药业股份有限公司,拉萨
2910,600212,江泉实业,山东省临沂市,山东省临沂市,山东江泉实业股份有限公司,临沂
2911,600213,亚星客车,江苏省扬州市,江苏省扬州市,扬州亚星客车股份有限公司,扬州
2912,600215,派斯林,吉林省长春市,吉林省长春市,派斯林数字科技股份有限公司,长春
2913,600216,浙江医药,浙江省绍兴市,浙江省绍兴市,浙江医药股份有限公司,绍兴
2914,600217,中再资环,陕西省铜川市,北京,中再资源环境股份有限公司,铜川
2915,600218,全柴动力,安徽省滁州市,安徽省滁州市,安徽全柴动力股份有限公司,滁州
2916,600219,南山铝业,山东省龙口市,山东省龙口市,山东南山铝业股份有限公司,龙口
2917,600220,江苏阳光,江苏省江阴市,江苏省江阴市,江苏阳光股份有限公司,无锡
2918,600221,*ST 海航,海南省海口市,海南省海口市,海南航空控股股份有限公司,海口
2919,600222,太龙药业,郑州,郑州,河南太龙药业股份有限公司,郑州
2920,600223,鲁商发展,山东省淄博市,山东省济南市,鲁商健康产业发展股份有限公司,淄博
2921,600225,*ST 松江,天津,天津,天津松江股份有限公司,天津
2922,600226,ST 瀚叶,浙江省湖州市,上海,浙江瀚叶股份有限公司,湖州
2923,600227,圣济堂,贵州省清镇市,贵州省贵阳市,贵州圣济堂医药产业股份有限公司,贵阳
2924,600228,返利科技,江西省赣州市,上海,返利网数字科技股份有限公司,赣州
2925,600229,城市传媒,青岛,青岛,青岛城市传媒股份有限公司,青岛
2926,600230,沧州大化,河北省沧州市,河北省沧州市,沧州大化股份有限公司,沧州
2927,600231,凌钢股份,辽宁省凌源市,辽宁省凌源市,凌源钢铁股份有限公司,朝阳
2928,600232,金鹰股份,浙江省舟山市,浙江省舟山市,浙江金鹰股份有限公司,舟山
2929,600233,圆通速递,辽宁省大连市,上海,圆通速递股份有限公司,大连
2930,600234,科新发展,山西省太原市,深圳,山西科新发展股份有限公司,太原
2931,600235,民丰特纸,浙江省嘉兴市,浙江省嘉兴市,民丰特种纸股份有限公司,嘉兴
2932,600236,桂冠电力,广西壮族自治区南宁市,广西壮族自治区南宁市,广西桂冠电力股份有限公司,南宁
2933,600237,铜峰电子,安徽省铜陵市,安徽省铜陵市,安徽铜峰电子股份有限公司,铜陵
2934,600238,海南椰岛,海南省海口市,海南省海口市,海南椰岛(集团)股份有限公司,海口
2935,600239,*ST 云城,云南省昆明市,云南省昆明市,云南城投置业股份有限公司,昆明
2936,600240,华业资本,北京,北京,北京华业资本控股股份有限公司,北京
2937,600241,ST 时万,辽宁省大连市,辽宁省大连市,辽宁时代万恒股份有限公司,大连
2938,600242,ST 中昌,广东省阳江市,上海,中昌大数据股份有限公司,阳江
2939,600243,青海华鼎,青海省西宁市,青海省西宁市,青海华鼎实业股份有限公司,西宁
2940,600246,万通发展,北京,北京,北京万通新发展集团股份有限公司,北京
2941,600247,ST 成城,吉林省吉林市,深圳,吉林成城集团股份有限公司,吉林
2942,600248,陕西建工,西安,西安,陕西建工集团股份有限公司,西安
2943,600249,两面针,广西壮族自治区柳州市,广西壮族自治区柳州市,柳州两面针股份有限公司,柳州
2944,600250,南纺股份,南京,南京,南京纺织品进出口股份有限公司,南京
2945,600251,冠农股份,新疆维吾尔自治区直辖县级行政区划铁门关市,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市,新疆冠农果茸股份有限公司,铁门关
2946,600252,中恒集团,广西壮族自治区梧州市,广西壮族自治区梧州市,广西梧州中恒集团股份有限公司,梧州
2947,600253,天方药业,河南省驻马店市,河南省驻马店市,河南天方药业股份有限公司,驻马店
2948,600255,鑫科材料,安徽省芜湖市,安徽省芜湖市,安徽鑫科新材料股份有限公司,芜湖
2949,600256,广汇能源,上海,新疆维吾尔自治区乌鲁木齐市,广汇能源股份有限公司,乌鲁木齐
2950,600257,大湖股份,湖南省常德市,湖南省常德市,大湖水殖股份有限公司,常德
2951,600258,首旅酒店,北京,北京,北京首旅酒店(集团)股份有限公司,北京
2952,600259,广晟有色,海南省海口市,广州,广晟有色金属股份有限公司,海口
2953,600260,ST 凯乐,湖北省荆州市,湖北省荆州市,湖北凯乐科技股份有限公司,荆州
2954,600261,阳光照明,浙江省绍兴市,浙江省绍兴市,浙江阳光照明电器集团股份有限公司,绍兴
2955,600262,北方股份,内蒙古自治区包头市,内蒙古自治区包头市,内蒙古北方重型汽车股份有限公司,包头
2956,600263,路桥建设,北京,北京,路桥集团国际建设股份有限公司,北京
2957,600265,*ST 景谷,云南省昆明市,云南省昆明市,云南景谷林业股份有限公司,普洱
2958,600266,城建发展,北京,北京,北京城建投资发展股份有限公司,北京
2959,600267,海正药业,浙江省台州市,浙江省台州市,浙江海正药业股份有限公司,台州
2960,600268,国电南自,南京,南京,国电南京自动化股份有限公司,南京
2961,600269,赣粤高速,江西省南昌市,江西省南昌市,江西赣粤高速公路股份有限公司,南昌
2962,600270,外运发展,北京,北京,中外运空运发展股份有限公司,北京
2963,600271,航天信息,北京,北京,航天信息股份有限公司,北京
2964,600272,开开实业,上海,上海,上海开开实业股份有限公司,上海
2965,600273,嘉化能源,浙江省嘉兴市,浙江省嘉兴市,浙江嘉化能源化工股份有限公司,嘉兴
2966,600275,*ST 昌鱼,湖北省鄂州市,湖北省鄂州市,湖北武昌鱼股份有限公司,鄂州
2967,600276,恒瑞医药,江苏省连云港市,江苏省连云港市,江苏恒瑞医药股份有限公司,连云港
2968,600277,亿利洁能,内蒙古自治区鄂尔多斯市,北京,亿利洁能股份有限公司,鄂尔多斯
2969,600278,东方创业,上海,上海,东方国际创业股份有限公司,上海
2970,600279,重庆港,重庆,重庆,重庆港股份有限公司,重庆
2971,600280,中央商场,南京,南京,南京中央商场(集团)股份有限公司,南京
2972,600281,华阳新材,山西省太原市,山西省太原市,山西华阳新材料股份有限公司,太原
2973,600282,南钢股份,南京,南京,南京钢铁股份有限公司,南京
2974,600283,钱江水利,杭州,杭州,钱江水利开发股份有限公司,杭州
2975,600284,浦东建设,上海,上海,上海浦东建设股份有限公司,上海
2976,600285,羚锐制药,河南省信阳市,河南省信阳市,河南羚锐制药股份有限公司,信阳
2977,600286,*ST 国瓷,株洲市,湖南省醴陵市,湖南国光瓷业集团股份有限公司,株洲
2978,600287,江苏舜天,南京,南京,江苏舜天股份有限公司,南京
2979,600288,大恒科技,北京,北京,大恒新纪元科技股份有限公司,北京
2980,600289,ST 信通,黑龙江省哈尔滨市,北京,亿阳信通股份有限公司,哈尔滨
2981,600290,ST 华仪,浙江省乐清市,浙江省乐清市,华仪电气股份有限公司,温州
2982,600291,*ST 西水,内蒙古自治区乌海市,内蒙古自治区乌海市,内蒙古西水创业股份有限公司,乌海
2983,600292,远达环保,重庆,重庆,国家电投集团远达环保股份有限公司,重庆
2984,600293,三峡新材,湖北省当阳市,湖北省当阳市,湖北三峡新型建材股份有限公司,当阳
2985,600295,鄂尔多斯,内蒙古自治区鄂尔多斯市,内蒙古自治区鄂尔多斯市,内蒙古鄂尔多斯资源股份有限公司,鄂尔多斯
2986,600296,兰州铝业,甘肃省兰州市,甘肃省兰州市,兰州铝业股份有限公司,兰州
2987,600297,广汇汽车,辽宁省大连市,上海,广汇汽车服务集团股份公司,大连
2988,600298,安琪酵母,湖北省宜昌市,湖北省宜昌市,安琪酵母股份有限公司,宜昌
2989,600299,安迪苏,北京,北京,蓝星安迪苏股份有限公司,北京
2990,600300,ST 维维,江苏省徐州市,江苏省徐州市,维维食品饮料股份有限公司,徐州
2991,600301,*ST 南化,广西壮族自治区南宁市,广西壮族自治区南宁市,南宁化工股份有限公司,南宁
2992,600302,标准股份,西安,西安,西安标准工业股份有限公司,西安
2993,600303,曙光股份,辽宁省丹东市,辽宁省丹东市,辽宁曙光汽车集团股份有限公司,丹东
2994,600305,恒顺醋业,江苏省镇江市,江苏省镇江市,江苏恒顺醋业股份有限公司,镇江
2995,600306,*ST 商城,沈阳,沈阳,沈阳商业城股份有限公司,沈阳
2996,600307,酒钢宏兴,甘肃省嘉峪关市,甘肃省嘉峪关市,甘肃酒钢集团宏兴钢铁股份有限公司,嘉峪关
2997,600308,华泰股份,山东省东营市,山东省东营市,山东华泰纸业股份有限公司,东营
2998,600309,万华化学,重庆,山东省烟台市,万华化学集团股份有限公司,烟台
2999,600310,桂东电力,广西壮族自治区贺州市,广西壮族自治区贺州市,广西桂东电力股份有限公司,贺州
3000,600311,ST 荣华,甘肃省武威市,甘肃省武威市,甘肃荣华实业(集团)股份有限公司,武威
3001,600312,平高电气,河南省平顶山市,河南省平顶山市,河南平高电气股份有限公司,平顶山
3002,600313,农发种业,北京,北京,中农发种业集团股份有限公司,北京
3003,600315,上海家化,上海,上海,上海家化联合股份有限公司,上海
3004,600316,洪都航空,江西省南昌市,江西省南昌市,江西洪都航空工业股份有限公司,南昌
3005,600317,营口港,辽宁省营口市,辽宁省营口市,营口港务股份有限公司,营口
3006,600318,新力金融,安徽省巢湖市,合肥,安徽新力金融股份有限公司,巢湖
3007,600319,*ST 亚星,山东省潍坊市,山东省潍坊市,潍坊亚星化学股份有限公司,潍坊
3008,600320,振华重工,上海,上海,上海振华重工(集团)股份有限公司,上海
3009,600321,正源股份,成都,成都,正源控股股份有限公司,成都
3010,600322,天房发展,天津,天津,天津市房地产发展(集团)股份有限公司,天津
3011,600323,瀚蓝环境,佛山,佛山,瀚蓝环境股份有限公司,佛山
3012,600325,华发股份,广东省珠海市,广东省珠海市,珠海华发实业股份有限公司,珠海
3013,600326,西藏天路,西藏自治区拉萨市,西藏自治区拉萨市,西藏天路股份有限公司,拉萨
3014,600327,大东方,江苏省无锡市,江苏省无锡市,无锡商业大厦大东方股份有限公司,无锡
3015,600328,中盐化工,内蒙古自治区,内蒙古自治区,中盐内蒙古化工股份有限公司,阿拉善盟
3016,600329,中新药业,天津,天津,天津中新药业集团股份有限公司,天津
3017,600330,天通股份,浙江省海宁市,浙江省海宁市,天通控股股份有限公司,海宁
3018,600331,宏达股份,四川省什邡市,成都,四川宏达股份有限公司,德阳
3019,600332,白云山,广州,广州,广州白云山医药集团股份有限公司,广州
3020,600333,长春燃气,吉林省长春市,吉林省长春市,长春燃气股份有限公司,长春
3021,600335,国机汽车,天津,北京,国机汽车股份有限公司,天津
3022,600336,澳柯玛,青岛,青岛,澳柯玛股份有限公司,青岛
3023,600337,美克家居,江西省赣州市,北京,美克国际家居用品股份有限公司,赣州
3024,600338,西藏珠峰,北京,上海,西藏珠峰资源股份有限公司,拉萨
3025,600339,中油工程,新疆维吾尔自治区克拉玛依市,北京,中国石油集团工程股份有限公司,克拉玛依
3026,600340,华夏幸福,河北省廊坊市,北京,华夏幸福基业股份有限公司,廊坊
3027,600343,航天动力,西安,西安,陕西航天动力高科技股份有限公司,西安
3028,600345,长江通信,武汉,武汉,武汉长江通信产业集团股份有限公司,武汉
3029,600346,恒力石化,辽宁省大连市,辽宁省大连市,恒力石化股份有限公司,大连
3030,600348,华阳股份,山西省阳泉市,山西省阳泉市,山西华阳集团新能股份有限公司,阳泉
3031,600350,山东高速,山东省济南市,山东省济南市,山东高速股份有限公司,济南
3032,600351,亚宝药业,山西省运城市,北京,亚宝药业集团股份有限公司,运城
3033,600352,浙江龙盛,杭州,浙江省绍兴市,浙江龙盛集团股份有限公司,绍兴
3034,600353,旭光电子,成都,成都,成都旭光电子股份有限公司,成都
3035,600354,敦煌种业,甘肃省酒泉市,甘肃省酒泉市,甘肃省敦煌种业集团股份有限公司,酒泉
3036,600355,精伦电子,武汉,武汉,精伦电子股份有限公司,武汉
3037,600356,恒丰纸业,黑龙江省牡丹江市,黑龙江省牡丹江市,牡丹江恒丰纸业股份有限公司,牡丹江
3038,600357,承德钒钛,河北省承德市,河北省承德市,承德新新钒钛股份有限公司,承德
3039,600358,国旅联合,南京,江西省南昌市,国旅联合股份有限公司,南京
3040,600359,新农开发,新疆维吾尔自治区阿拉尔市,新疆维吾尔自治区阿拉尔市,新疆塔里木农业综合开发股份有限公司,阿拉尔
3041,600360,华微电子,深圳,深圳,吉林华微电子股份有限公司,吉林
3042,600361,华联综超,北京,北京,北京华联综合超市股份有限公司,北京
3043,600362,江西铜业,江西省贵溪市,江西省南昌市,江西铜业股份有限公司,贵溪
3044,600363,联创光电,江西省南昌市,江西省南昌市,江西联创光电科技股份有限公司,南昌
3045,600365,ST 通葡,吉林省通化市,吉林省通化市,通化葡萄酒股份有限公司,通化
3046,600366,宁波韵升,宁波,宁波,宁波韵升股份有限公司,宁波
3047,600367,红星发展,贵州省安顺市,贵州省安顺市,贵州红星发展股份有限公司,安顺
3048,600368,五洲交通,广西壮族自治区南宁市,广西壮族自治区南宁市,广西五洲交通股份有限公司,南宁
3049,600369,西南证券,重庆,重庆,西南证券股份有限公司,重庆
3050,600370,三房巷,江苏省江阴市,江苏省江阴市,江苏三房巷聚材股份有限公司,无锡
3051,600371,万向德农,黑龙江省哈尔滨市,黑龙江省哈尔滨市,万向德农股份有限公司,哈尔滨
3052,600372,中航电子,北京,北京,中航航空电子系统股份有限公司,北京
3053,600373,中文传媒,江西省上饶市,江西省南昌市,中文天地出版传媒集团股份有限公司,上饶
3054,600375,汉马科技,安徽省马鞍山市,安徽省马鞍山市,汉马科技集团股份有限公司,马鞍山
3055,600376,首开股份,北京,北京,北京首都开发股份有限公司,北京
3056,600377,宁沪高速,南京,南京,江苏宁沪高速公路股份有限公司,南京
3057,600378,昊华科技,成都,北京,昊华化工科技集团股份有限公司,成都
3058,600379,宝光股份,陕西省宝鸡市,陕西省宝鸡市,陕西宝光真空电器股份有限公司,宝鸡
3059,600380,健康元,深圳,深圳,健康元药业集团股份有限公司,深圳
3060,600381,青海春天,青海省西宁市,青海省西宁市,青海春天药用资源科技股份有限公司,西宁
3061,600382,*ST 广珠,广东省兴宁市,广东省兴宁市,广东明珠集团股份有限公司,兴宁
3062,600383,金地集团,深圳,深圳,金地(集团)股份有限公司,深圳
3063,600385,*ST 金泰,山东省济南市,山东省济南市,山东金泰集团股份有限公司,济南
3064,600386,北巴传媒,北京,北京,北京巴士传媒股份有限公司,北京
3065,600387,ST 海越,浙江省诸暨市,浙江省诸暨市,海越能源集团股份有限公司,诸暨
3066,600388,龙净环保,福建省龙岩市,福建省龙岩市,福建龙净环保股份有限公司,龙岩
3067,600389,江山股份,江苏省南通市,江苏省南通市,南通江山农药化工股份有限公司,南通
3068,600390,五矿资本,长沙,北京,五矿资本股份有限公司,长沙
3069,600391,航发科技,成都,成都,中国航发航空科技股份有限公司,成都
3070,600392,盛和资源,成都,成都,盛和资源控股股份有限公司,成都
3071,600393,ST 粤泰,广州,广州,广州粤泰集团股份有限公司,广州
3072,600395,盘江股份,贵州省六盘水市,贵州省六盘水市,贵州盘江精煤股份有限公司,六盘水
3073,600396,金山股份,沈阳,沈阳,沈阳金山能源股份有限公司,沈阳
3074,600397,安源煤业,江西省萍乡市,江西省南昌市,安源煤业集团股份有限公司,萍乡
3075,600398,海澜之家,江苏省江阴市,江苏省江阴市,海澜之家集团股份有限公司,江阴
3076,600399,抚顺特钢,辽宁省抚顺市,辽宁省抚顺市,抚顺特殊钢股份有限公司,抚顺
3077,600400,红豆股份,江苏省无锡市,江苏省无锡市,江苏红豆实业股份有限公司,无锡
3078,600401,*ST 海润,江苏省江阴市,江苏省江阴市,海润光伏科技股份有限公司,江阴
3079,600403,ST 大有,河南省义马市,河南省义马市,河南大有能源股份有限公司,义马
3080,600405,动力源,北京,北京,北京动力源科技股份有限公司,北京
3081,600406,国电南瑞,南京,南京,国电南瑞科技股份有限公司,南京
3082,600408,ST 安泰,山西省介休市,山西省介休市,山西安泰集团股份有限公司,晋中
3083,600409,三友化工,河北省唐山市,河北省唐山市,唐山三友化工股份有限公司,唐山
3084,600410,华胜天成,北京,北京,北京华胜天成科技股份有限公司,北京
3085,600415,小商品城,浙江省义乌市,浙江省义乌市,浙江中国小商品城集团股份有限公司,义乌
3086,600416,湘电股份,湖南省湘潭市,湖南省湘潭市,湘潭电机股份有限公司,湘潭
3087,600418,江淮汽车,合肥,合肥,安徽江淮汽车集团股份有限公司,合肥
3088,600419,天润乳业,新疆维吾尔自治区乌鲁木齐市,新疆维吾尔自治区乌鲁木齐市,新疆天润乳业股份有限公司,乌鲁木齐
3089,600420,国药现代,上海,上海,上海现代制药股份有限公司,上海
3090,600421,华嵘控股,武汉,武汉,湖北华嵘控股股份有限公司,武汉
3091,600422,昆药集团,云南省昆明市,云南省昆明市,昆药集团股份有限公司,昆明
3092,600423,柳化股份,广西壮族自治区柳州市,广西壮族自治区柳州市,柳州化工股份有限公司,柳州
3093,600425,青松建化,新疆维吾尔自治区阿拉尔市,新疆维吾尔自治区阿克苏市,新疆青松建材化工(集团)股份有限公司,阿克苏
3094,600426,华鲁恒升,山东省德州市,山东省德州市,山东华鲁恒升化工股份有限公司,德州
3095,600428,中远海特,广州,广州,中远海运特种运输股份有限公司,广州
3096,600429,三元股份,北京,北京,北京三元食品股份有限公司,北京
3097,600432,*ST 吉恩,吉林省磐石市,吉林省磐石市,吉林吉恩镍业股份有限公司,磐石
3098,600433,冠豪高新,广东省湛江市,广东省湛江市,广东冠豪高新技术股份有限公司,湛江
3099,600435,北方导航,北京,北京,北方导航控制技术股份有限公司,北京
3100,600436,片仔癀,福建省漳州市,福建省漳州市,漳州片仔癀药业股份有限公司,漳州
3101,600438,通威股份,成都,成都,通威股份有限公司,成都
3102,600439,瑞贝卡,河南省许昌市,河南省许昌市,河南瑞贝卡发制品股份有限公司,许昌
3103,600444,国机通用,合肥,合肥,国机通用机械科技股份有限公司,合肥
3104,600446,金证股份,深圳,深圳,深圳市金证科技股份有限公司,深圳
3105,600448,华纺股份,山东省滨州市,山东省滨州市,华纺股份有限公司,滨州
3106,600449,宁夏建材,宁夏回族自治区银川市,宁夏回族自治区银川市,宁夏建材集团股份有限公司,银川
3107,600452,涪陵电力,重庆,重庆,重庆涪陵电力实业股份有限公司,重庆
3108,600455,博通股份,西安,西安,西安博通资讯股份有限公司,西安
3109,600456,宝钛股份,陕西省宝鸡市,陕西省宝鸡市,宝鸡钛业股份有限公司,宝鸡
3110,600458,时代新材,湖南省株洲市,湖南省株洲市,株洲时代新材料科技股份有限公司,株洲
3111,600459,贵研铂业,云南省昆明市,云南省昆明市,贵研铂业股份有限公司,昆明
3112,600460,士兰微,杭州,杭州,杭州士兰微电子股份有限公司,杭州
3113,600461,洪城环境,江西省南昌市,江西省南昌市,江西洪城环境股份有限公司,南昌
3114,600462,ST 九有,武汉,北京,湖北九有投资股份有限公司,武汉
3115,600463,空港股份,北京,北京,北京空港科技园区股份有限公司,北京
3116,600466,蓝光发展,成都,成都,四川蓝光发展股份有限公司,成都
3117,600467,好当家,山东省荣成市,山东省荣成市,山东好当家海洋发展股份有限公司,荣成
3118,600468,百利电气,天津,天津,天津百利特精电气股份有限公司,天津
3119,600469,风神股份,河南省焦作市,河南省焦作市,风神轮胎股份有限公司,焦作
3120,600470,六国化工,安徽省铜陵市,安徽省铜陵市,安徽六国化工股份有限公司,铜陵
3121,600472,包头铝业,包头市,包头市,包头铝业股份有限公司,包头
3122,600475,华光环能,江苏省无锡市,江苏省无锡市,无锡华光环保能源集团股份有限公司,无锡
3123,600476,湘邮科技,长沙,长沙,湖南湘邮科技股份有限公司,长沙
3124,600477,杭萧钢构,杭州,杭州,杭萧钢构股份有限公司,杭州
3125,600478,科力远,长沙,长沙,湖南科力远新能源股份有限公司,长沙
3126,600479,千金药业,湖南省株洲市,湖南省株洲市,株洲千金药业股份有限公司,株洲
3127,600480,凌云股份,河北省涿州市,河北省涿州市,凌云工业股份有限公司,保定
3128,600481,双良节能,江苏省江阴市,江苏省江阴市,双良节能系统股份有限公司,无锡
3129,600482,中国动力,河北省涿州市,北京,中国船舶重工集团动力股份有限公司,保定
3130,600483,福能股份,福建省南平市,福建省福州市,福建福能股份有限公司,南平
3131,600485,*ST 信威,北京,北京,北京信威科技集团股份有限公司,北京
3132,600486,扬农化工,江苏省扬州市,江苏省扬州市,江苏扬农化工股份有限公司,扬州
3133,600487,亨通光电,苏州,苏州,江苏亨通光电股份有限公司,苏州
3134,600488,天药股份,天津,天津,天津天药药业股份有限公司,天津
3135,600489,中金黄金,北京,北京,中金黄金股份有限公司,北京
3136,600490,鹏欣资源,上海,上海,鹏欣环球资源股份有限公司,上海
3137,600491,龙元建设,宁波,上海,龙元建设集团股份有限公司,宁波
3138,600493,凤竹纺织,福建省晋江市,福建省晋江市,福建凤竹纺织科技股份有限公司,泉州
3139,600495,晋西车轴,山西省太原市,山西省太原市,晋西车轴股份有限公司,太原
3140,600496,精工钢构,安徽省六安市,安徽省六安市,长江精工钢结构(集团)股份有限公司,六安
3141,600497,驰宏锌锗,云南省曲靖市,云南省曲靖市,云南驰宏锌锗股份有限公司,曲靖
3142,600498,烽火通信,武汉,武汉,烽火通信科技股份有限公司,武汉
3143,600499,科达制造,佛山,佛山,科达制造股份有限公司,佛山
3144,600500,中化国际,上海,上海,中化国际(控股)股份有限公司,上海
3145,600501,航天晨光,南京,南京,航天晨光股份有限公司,南京
3146,600502,安徽建工,安徽省蚌埠市,合肥,安徽建工集团股份有限公司,蚌埠
3147,600503,华丽家族,上海,上海,华丽家族股份有限公司,上海
3148,600505,西昌电力,四川省西昌市,四川省西昌市,四川西昌电力股份有限公司,西昌
3149,600506,*ST 香梨,新疆维吾尔自治区库尔勒市,新疆维吾尔自治区库尔勒市,新疆库尔勒香梨股份有限公司,库尔勒
3150,600507,方大特钢,江西省南昌市,江西省南昌市,方大特钢科技股份有限公司,南昌
3151,600508,上海能源,上海,上海,上海大屯能源股份有限公司,上海
3152,600509,天富能源,新疆维吾尔自治区石河子市,新疆维吾尔自治区石河子市,新疆天富能源股份有限公司,石河子
3153,600510,黑牡丹,江苏省常州市,江苏省常州市,黑牡丹(集团)股份有限公司,常州
3154,600511,国药股份,北京,北京,国药集团药业股份有限公司,北京
3155,600512,腾达建设,浙江省台州市,浙江省台州市,腾达建设集团股份有限公司,台州
3156,600513,联环药业,江苏省扬州市,江苏省扬州市,江苏联环药业股份有限公司,扬州
3157,600515,*ST 基础,海南省海口市,海南省海口市,海南机场设施股份有限公司,海口
3158,600516,方大炭素,甘肃省兰州市,甘肃省兰州市,方大炭素新材料科技股份有限公司,兰州
3159,600517,国网英大,上海,上海,国网英大股份有限公司,上海
3160,600518,*ST 康美,广东省普宁市,深圳,康美药业股份有限公司,揭阳
3161,600519,贵州茅台,贵州省仁怀市,贵州省仁怀市,贵州茅台酒股份有限公司,遵义
3162,600520,文一科技,安徽省铜陵市,安徽省铜陵市,文一三佳科技股份有限公司,铜陵
3163,600521,华海药业,浙江省临海市,浙江省临海市,浙江华海药业股份有限公司,台州
3164,600522,中天科技,江苏省南通市,江苏省南通市,江苏中天科技股份有限公司,南通
3165,600523,贵航股份,贵州省贵阳市,贵州省贵阳市,贵州贵航汽车零部件股份有限公司,贵阳
3166,600525,长园集团,深圳,深圳,长园科技集团股份有限公司,深圳
3167,600526,菲达环保,浙江省诸暨市,浙江省诸暨市,浙江菲达环保科技股份有限公司,绍兴
3168,600527,江南高纤,苏州,苏州,江苏江南高纤股份有限公司,苏州
3169,600528,中铁工业,北京,北京,中铁高新工业股份有限公司,北京
3170,600529,山东药玻,山东省淄博市,山东省淄博市,山东省药用玻璃股份有限公司,淄博
3171,600530,交大昂立,上海,上海,上海交大昂立股份有限公司,上海
3172,600531,豫光金铅,河南省济源市,河南省济源市,河南豫光金铅股份有限公司,济源
3173,600532,未来股份,上海,上海,上海智汇未来医疗服务股份有限公司,上海
3174,600533,栖霞建设,南京,南京,南京栖霞建设股份有限公司,南京
3175,600535,天士力,天津,天津,天士力医药集团股份有限公司,天津
3176,600536,中国软件,北京,北京,中国软件与技术服务股份有限公司,北京
3177,600537,亿晶光电,浙江省慈溪市,江苏省常州市,亿晶光电科技股份有限公司,宁波
3178,600538,国发股份,广西壮族自治区北海市,广西壮族自治区北海市,北海国发川山生物股份有限公司,北海
3179,600539,狮头股份,山西省太原市,山西省太原市,狮头科技发展股份有限公司,太原
3180,600540,新赛股份,新疆维吾尔自治区双河市,新疆维吾尔自治区双河市,新疆赛里木现代农业股份有限公司,博乐
3181,600543,莫高股份,甘肃省兰州市,甘肃省兰州市,甘肃莫高实业发展股份有限公司,兰州
3182,600545,卓郎智能,新疆维吾尔自治区乌鲁木齐市,新疆维吾尔自治区乌鲁木齐市,卓郎智能技术股份有限公司,乌鲁木齐
3183,600546,山煤国际,山西省太原市,山西省太原市,山煤国际能源集团股份有限公司,太原
3184,600547,山东黄金,山东省济南市,山东省济南市,山东黄金矿业股份有限公司,济南
3185,600548,深高速,深圳,深圳,深圳高速公路集团股份有限公司,深圳
3186,600549,厦门钨业,福建省厦门市,福建省厦门市,厦门钨业股份有限公司,厦门
3187,600550,保变电气,河北省保定市,河北省保定市,保定天威保变电气股份有限公司,保定
3188,600551,时代出版,合肥,合肥,时代出版传媒股份有限公司,合肥
3189,600552,凯盛科技,安徽省蚌埠市,安徽省蚌埠市,凯盛科技股份有限公司,蚌埠
3190,600553,太行水泥,河北省邯郸市,北京,河北太行水泥股份有限公司,邯郸
3191,600555,*ST 海创,海南省三亚市,海南省三亚市,海航创新股份有限公司,三亚
3192,600556,天下秀,广西壮族自治区北海市,北京,天下秀数字科技(集团)股份有限公司,北海
3193,600557,康缘药业,江苏省连云港市,江苏省连云港市,江苏康缘药业股份有限公司,连云港
3194,600558,大西洋,四川省自贡市,四川省自贡市,四川大西洋焊接材料股份有限公司,自贡
3195,600559,老白干酒,河北省衡水市,河北省衡水市,河北衡水老白干酒业股份有限公司,衡水
3196,600560,金自天正,北京,北京,北京金自天正智能控制股份有限公司,北京
3197,600561,江西长运,江西省南昌市,江西省南昌市,江西长运股份有限公司,南昌
3198,600562,国睿科技,南京,南京,国睿科技股份有限公司,南京
3199,600563,法拉电子,福建省厦门市,福建省厦门市,厦门法拉电子股份有限公司,厦门
3200,600565,迪马股份,重庆,重庆,重庆市迪马实业股份有限公司,重庆
3201,600566,济川药业,湖北省荆州市,江苏省泰兴市,湖北济川药业股份有限公司,荆州
3202,600567,山鹰国际,安徽省马鞍山市,上海,山鹰国际控股股份公司,马鞍山
3203,600568,ST 中珠,湖北省潜江市,广东省珠海市,中珠医疗控股股份有限公司,潜江
3204,600569,安阳钢铁,河南省安阳市,河南省安阳市,安阳钢铁股份有限公司,安阳
3205,600570,恒生电子,杭州,杭州,恒生电子股份有限公司,杭州
3206,600571,信雅达,杭州,杭州,信雅达科技股份有限公司,杭州
3207,600572,康恩贝,浙江省兰溪市,杭州,浙江康恩贝制药股份有限公司,金华
3208,600573,惠泉啤酒,福建省泉州市,福建省泉州市,福建省燕京惠泉啤酒股份有限公司,泉州
3209,600575,淮河能源,安徽省芜湖市,安徽省芜湖市,淮河能源(集团)股份有限公司,芜湖
3210,600576,祥源文化,杭州,杭州,浙江祥源文化股份有限公司,杭州
3211,600577,精达股份,安徽省铜陵市,安徽省铜陵市,铜陵精达特种电磁线股份有限公司,铜陵
3212,600578,京能电力,北京,北京,北京京能电力股份有限公司,北京
3213,600579,克劳斯,青岛,北京,克劳斯玛菲股份有限公司,青岛
3214,600580,卧龙电驱,浙江省绍兴市,浙江省绍兴市,卧龙电气驱动集团股份有限公司,绍兴
3215,600581,八一钢铁,新疆维吾尔自治区乌鲁木齐市,新疆维吾尔自治区乌鲁木齐市,新疆八一钢铁股份有限公司,乌鲁木齐
3216,600582,天地科技,北京,北京,天地科技股份有限公司,北京
